Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,
8922,ORD-NA-HДIN-CO-LO-90008,10.04.2016,10.08.2016,Standard Class,NA-HДIN-CO-LO-90008,OFF-BI-10004965,$52.68,3,0.2,$19.76,
7668,ORD-EL-RAIN-HO-HO-33021,10.04.2016,10.08.2016,Standard Class,EL-RAIN-HO-HO-33021,FUR-CH-10003298,$119.10,3,0,$34.54,
7667,ORD-EL-RAIN-HO-PR-2908,10.04.2016,10.08.2016,Standard Class,EL-RAIN-HO-PR-2908,FUR-FU-10001546,"$5,399.91",9,0,"$2,591.96",
7666,ORD-EL-RAIN-HO-PR-2908,10.04.2016,10.08.2016,Standard Class,EL-RAIN-HO-PR-2908,OFF-PA-10003848,$30.40,1,0,$13.98,
6774,ORD-RL-WESS-HO-BO-59715,11.04.2016,11.08.2016,Standard Class,RL-WESS-HO-BO-59715,OFF-PA-10004000,$4.18,1,0.2,$1.31,
6773,ORD-RL-WESS-HO-NE-19711,11.04.2016,11.08.2016,Standard Class,RL-WESS-HO-NE-19711,OFF-ST-10001505,$7.71,2,0.2,$2.80,
6775,ORD-RL-WESS-HO-BO-59715,11.04.2016,11.08.2016,Standard Class,RL-WESS-HO-BO-59715,TEC-PH-10002584,$38.88,6,0,$18.66,
665,ORD-OY-CONS-CO-FA-6824,11.04.2016,11.04.2016,Same Day,OY-CONS-CO-FA-6824,OFF-BI-10003196,$10.74,3,0,$5.26,
6135,ORD-AS-THON-CO-SA-94109,11.04.2016,11.04.2016,Same Day,AS-THON-CO-SA-94109,OFF-ST-10000736,$192.80,4,0,$55.91,
8869,ORD-DY-CHAN-CO-SA-92037,11.04.2016,11.08.2016,Standard Class,DY-CHAN-CO-SA-92037,TEC-CO-10001449,$686.40,2,0.2,$77.22,
7783,ORD-DA-RICH-CO-CH-28205,11.04.2016,11.06.2016,Second Class,DA-RICH-CO-CH-28205,FUR-FU-10000073,$45.25,2,0.2,$3.96,
7784,ORD-DA-RICH-CO-CH-28205,11.04.2016,11.06.2016,Second Class,DA-RICH-CO-CH-28205,OFF-ST-10000876,$876.30,10,0.4,-$292.10,
7785,ORD-DA-RICH-CO-CO-80906,11.04.2016,11.06.2016,Second Class,DA-RICH-CO-CO-80906,TEC-PH-10000526,$185.38,2,0.2,-$34.76,
6311,ORD-CY-POAR-CO-EU-97405,11.04.2016,11.06.2016,Second Class,CY-POAR-CO-EU-97405,OFF-BI-10000138,$15.18,1,0.2,$5.31,
6307,ORD-CY-POAR-CO-AU-80013,11.04.2016,11.06.2016,Second Class,CY-POAR-CO-AU-80013,OFF-BI-10000848,$104.78,1,0.2,-$14.41,
6309,ORD-CY-POAR-CO-EU-97405,11.04.2016,11.06.2016,Second Class,CY-POAR-CO-EU-97405,OFF-BI-10003460,$650.35,3,0.2,-$97.55,
6310,ORD-CY-POAR-CO-EU-97405,11.04.2016,11.06.2016,Second Class,CY-POAR-CO-EU-97405,OFF-FA-10002988,$629.18,8,0.2,$228.08,
6306,ORD-CY-POAR-CO-AU-80013,11.04.2016,11.06.2016,Second Class,CY-POAR-CO-AU-80013,OFF-PA-10000223,$17.58,7,0.2,-$4.18,
6308,ORD-CY-POAR-CO-EU-97405,11.04.2016,11.06.2016,Second Class,CY-POAR-CO-EU-97405,OFF-ST-10002615,$47.95,3,0.2,$16.78,
703,ORD-RO-SALY-CO-DA-75081,11.04.2016,11.08.2016,Second Class,RO-SALY-CO-DA-75081,TEC-AC-10000303,$209.88,3,0,$35.68,
6729,ORD-EN-FRER-CO-CO-21044,11.04.2016,11.09.2016,Standard Class,EN-FRER-CO-CO-21044,OFF-BI-10004364,$50.50,6,0.2,$8.21,
2946,ORD-SA-HARD-CO-SA-94122,11.04.2016,11.05.2016,First Class,SA-HARD-CO-SA-94122,TEC-AC-10003628,$38.29,7,0,$16.46,
9322,ORD-LY-MAAS-CO-NE-10035,11.04.2016,11.08.2016,Standard Class,LY-MAAS-CO-NE-10035,OFF-FA-10000089,$11.38,3,0.6,-$5.69,
9323,ORD-LY-MAAS-CO-SC-85254,11.04.2016,11.08.2016,Standard Class,LY-MAAS-CO-SC-85254,TEC-PH-10003092,$66.11,4,0.6,-$84.29,
5777,ORD-IZ-MACK-CO-SO-38671,12.04.2016,12.08.2016,Standard Class,IZ-MACK-CO-SO-38671,TEC-MA-10003674,$15.53,3,0.2,$5.82,
5778,ORD-AN-TATO-CO-SA-94109,12.04.2016,12.09.2016,Standard Class,AN-TATO-CO-SA-94109,TEC-AC-10001767,$104.85,1,0,$50.33,
1223,ORD-KY-MAIN-CO-NE-10024,12.04.2016,12.05.2016,First Class,KY-MAIN-CO-NE-10024,FUR-BO-10002916,$113.79,3,0,$20.48,
1224,ORD-KY-MAIN-CO-NE-10024,12.04.2016,12.05.2016,First Class,KY-MAIN-CO-NE-10024,FUR-FU-10000758,$78.15,1,0,$34.39,
1225,ORD-KY-MAIN-CO-NE-10024,12.04.2016,12.05.2016,First Class,KY-MAIN-CO-NE-10024,OFF-AP-10004708,$1.73,1,0.2,$0.60,
1228,ORD-KY-MAIN-CO-NE-10024,12.04.2016,12.05.2016,First Class,KY-MAIN-CO-NE-10024,OFF-EN-10003296,$193.86,2,0,$11.63,
1227,ORD-KY-MAIN-CO-NE-10024,12.04.2016,12.05.2016,First Class,KY-MAIN-CO-NE-10024,OFF-LA-10001641,$182.94,3,0,$3.66,
1226,ORD-KY-MAIN-CO-NE-10024,12.04.2016,12.05.2016,First Class,KY-MAIN-CO-NE-10024,OFF-PA-10001295,$40.56,4,0,$19.87,
1534,ORD-IS-BARD-CO-SE-98105,12.04.2016,12.08.2016,Standard Class,IS-BARD-CO-SE-98105,TEC-PH-10002365,$212.88,6,0,$0.00,
863,ORD-NY-JOON-CO-SA-33710,01.05.2016,01.07.2016,Second Class,NY-JOON-CO-SA-33710,FUR-CH-10000225,$191.47,6,0.2,$40.69,
865,ORD-NY-JOON-CO-JA-32216,01.05.2016,01.07.2016,Second Class,NY-JOON-CO-JA-32216,FUR-FU-10002364,$59.18,2,0.2,$5.18,
864,ORD-NY-JOON-CO-JA-32216,01.05.2016,01.07.2016,Second Class,NY-JOON-CO-JA-32216,OFF-PA-10002421,$5.25,2,0.2,$0.59,
8142,ORD-IE-ZYRN-CO-LO-90008,02.05.2016,02.10.2016,Standard Class,IE-ZYRN-CO-LO-90008,FUR-FU-10000010,$14.73,3,0,$7.22,
8143,ORD-IE-ZYRN-CO-SA-92037,02.05.2016,02.10.2016,Standard Class,IE-ZYRN-CO-SA-92037,OFF-BI-10004528,$186.54,3,0,$50.37,
8144,ORD-IE-ZYRN-CO-SA-92037,02.05.2016,02.10.2016,Standard Class,IE-ZYRN-CO-SA-92037,OFF-PA-10000157,$557.73,4,0.2,$6.97,
8145,ORD-IE-ZYRN-CO-SA-92037,02.05.2016,02.10.2016,Standard Class,IE-ZYRN-CO-SA-92037,TEC-MA-10001127,$159.97,4,0.2,-$31.99,
1393,ORD-UL-PRST-HO-SP-45503,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-45503,FUR-CH-10000863,$342.37,7,0,$160.91,
1389,ORD-UL-PRST-HO-SP-45503,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-45503,FUR-FU-10000221,$104.85,3,0,$28.31,
1387,ORD-UL-PRST-HO-SP-45503,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-45503,FUR-FU-10001602,$239.98,2,0,$52.80,
1384,ORD-UL-PRST-HO-SP-65807,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-65807,FUR-TA-10001857,$348.84,9,0,$170.93,
1390,ORD-UL-PRST-HO-SP-45503,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-45503,OFF-AR-10001216,$484.83,3,0,$126.06,
1392,ORD-UL-PRST-HO-SP-45503,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-45503,OFF-BI-10002498,$154.44,3,0,$1.54,
1391,ORD-UL-PRST-HO-SP-45503,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-45503,OFF-BI-10003429,$122.97,3,0,$60.26,
1385,ORD-UL-PRST-HO-SP-65807,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-65807,OFF-BI-10004492,$9.45,5,0,$0.19,
1383,ORD-UL-PRST-HO-SP-65807,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-65807,OFF-BI-10004632,$80.98,1,0,$1.62,
1386,ORD-UL-PRST-HO-HO-1040,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-HO-1040,OFF-PA-10004239,$18.84,3,0,$7.16,
1388,ORD-UL-PRST-HO-SP-45503,02.05.2016,02.05.2016,Same Day,UL-PRST-HO-SP-45503,OFF-ST-10000563,$167.96,2,0,$78.94,
920,ORD-OB-WIMS-CO-DA-75220,03.05.2016,03.11.2016,Standard Class,OB-WIMS-CO-DA-75220,FUR-BO-10001811,$12.99,1,0.2,-$0.81,
919,ORD-OB-WIMS-CO-DA-75220,03.05.2016,03.11.2016,Standard Class,OB-WIMS-CO-DA-75220,OFF-BI-10000050,$149.35,3,0.2,$50.41,
89,ORD-RY-MIUM-HO-HO-77095,04.05.2016,04.10.2016,Second Class,RY-MIUM-HO-HO-77095,OFF-ST-10001558,$158.37,7,0.2,$13.86,
9317,ORD-IN-HISH-CO-GR-97030,04.05.2016,04.09.2016,Standard Class,IN-HISH-CO-GR-97030,FUR-CH-10000422,$769.18,4,0.2,-$163.45,
9316,ORD-IN-HISH-CO-PU-81001,04.05.2016,04.09.2016,Standard Class,IN-HISH-CO-PU-81001,OFF-ST-10000563,$118.78,3,0.4,-$27.72,
8753,ORD-CK-BEEY-HO-SE-98103,05.05.2016,05.09.2016,Standard Class,CK-BEEY-HO-SE-98103,OFF-AR-10003829,$177.48,3,0.2,$19.97,
8752,ORD-CK-BEEY-HO-SE-98103,05.05.2016,05.09.2016,Standard Class,CK-BEEY-HO-SE-98103,OFF-ST-10001590,$93.25,4,0.2,$31.47,
2286,ORD-CK-JOES-CO-RO-61107,05.05.2016,05.08.2016,First Class,CK-JOES-CO-RO-61107,TEC-PH-10003012,$14.35,3,0.2,$5.20,
5696,ORD-MY-HUNT-CO-BA-38134,05.05.2016,05.07.2016,Second Class,MY-HUNT-CO-BA-38134,OFF-ST-10000649,$71.09,2,0.2,-$1.78,
2589,ORD-RY-FRNZ-HO-PA-91104,05.05.2016,05.09.2016,Standard Class,RY-FRNZ-HO-PA-91104,FUR-TA-10003473,$5.98,1,0,$1.02,
2590,ORD-RY-FRNZ-HO-PA-91104,05.05.2016,05.09.2016,Standard Class,RY-FRNZ-HO-PA-91104,OFF-BI-10001759,$246.17,3,0.2,$21.54,
1358,ORD-IE-DEEY-CO-HO-77095,05.05.2016,05.07.2016,First Class,IE-DEEY-CO-HO-77095,FUR-FU-10003194,$79.14,3,0,$36.40,
2821,ORD-IN-MAIN-CO-SA-78207,05.05.2016,05.08.2016,First Class,IN-MAIN-CO-SA-78207,FUR-CH-10001146,$298.78,3,0.2,$7.47,
2820,ORD-IN-MAIN-CO-SA-78207,05.05.2016,05.08.2016,First Class,IN-MAIN-CO-SA-78207,FUR-CH-10004983,$6.72,5,0.2,$2.35,
7115,ORD-AY-WIMS-CO-HE-89015,05.05.2016,05.06.2016,First Class,AY-WIMS-CO-HE-89015,FUR-FU-10002937,"$1,685.88",6,0,$320.32,
7116,ORD-AY-WIMS-CO-HE-89015,05.05.2016,05.06.2016,First Class,AY-WIMS-CO-HE-89015,OFF-BI-10001597,$5.73,2,0.2,$2.00,
3041,ORD-SS-DOLI-CO-JA-32216,05.05.2016,05.09.2016,Standard Class,SS-DOLI-CO-JA-32216,OFF-PA-10001295,$16.72,5,0.2,$3.34,
5523,ORD-IS-KADT-CO-HE-11550,06.05.2016,06.07.2016,First Class,IS-KADT-CO-HE-11550,FUR-FU-10000719,$21.55,6,0.2,$7.00,
5524,ORD-IS-KADT-CO-HE-11550,06.05.2016,06.07.2016,First Class,IS-KADT-CO-HE-11550,OFF-AR-10004602,$58.24,4,0,$15.72,
9375,ORD-EN-BRAN-CO-SE-98105,06.05.2016,06.09.2016,Standard Class,EN-BRAN-CO-SE-98105,OFF-ST-10003816,$61.38,6,0,$15.96,
3729,ORD-ET-LEEE-CO-NE-19711,06.05.2016,06.11.2016,Standard Class,ET-LEEE-CO-NE-19711,OFF-BI-10001922,$14.94,3,0,$6.87,
3727,ORD-ET-LEEE-CO-NE-19711,06.05.2016,06.11.2016,Standard Class,ET-LEEE-CO-NE-19711,OFF-PA-10004947,$360.38,2,0,$93.70,
3728,ORD-ET-LEEE-CO-NE-19711,06.05.2016,06.11.2016,Standard Class,ET-LEEE-CO-NE-19711,TEC-AC-10002076,$11.16,2,0,$2.79,
1135,ORD-NI-SUAM-HO-GA-75043,06.05.2016,06.09.2016,Standard Class,NI-SUAM-HO-GA-75043,FUR-CH-10002024,$7.56,3,0.2,$2.65,
1134,ORD-NI-SUAM-HO-AP-54915,06.05.2016,06.09.2016,Standard Class,NI-SUAM-HO-AP-54915,OFF-BI-10002609,$124.61,4,0.2,-$23.36,
9490,ORD-EN-FRER-CO-PH-85023,08.05.2016,08.11.2016,Standard Class,EN-FRER-CO-PH-85023,OFF-PA-10000141,$197.05,7,0,$59.12,
141,ORD-AN-DOTY-CO-PH-19140,09.05.2016,09.07.2016,Second Class,AN-DOTY-CO-PH-19140,OFF-BI-10004826,$82.80,2,0.2,$10.35,
444,ORD-TE-KRIZ-CO-DE-48227,09.05.2016,09.07.2016,Second Class,TE-KRIZ-CO-DE-48227,FUR-BO-10002545,$91.36,4,0,$42.03,
442,ORD-TE-KRIZ-CO-DE-48227,09.05.2016,09.07.2016,Second Class,TE-KRIZ-CO-DE-48227,FUR-TA-10003473,$194.94,3,0,$23.39,
445,ORD-TE-KRIZ-CO-DE-48227,09.05.2016,09.07.2016,Second Class,TE-KRIZ-CO-DE-48227,OFF-AP-10004136,$242.94,3,0,$29.15,
443,ORD-TE-KRIZ-CO-DE-48227,09.05.2016,09.07.2016,Second Class,TE-KRIZ-CO-DE-48227,OFF-BI-10000309,$70.95,3,0,$20.58,
441,ORD-TE-KRIZ-CO-DE-48227,09.05.2016,09.07.2016,Second Class,TE-KRIZ-CO-DE-48227,OFF-BI-10004364,$12.22,1,0,$3.67,
446,ORD-TE-KRIZ-CO-DE-48227,09.05.2016,09.07.2016,Second Class,TE-KRIZ-CO-DE-48227,TEC-AC-10004814,$22.05,7,0,$10.58,
5880,ORD-RK-HUFF-CO-NE-10011,09.05.2016,09.11.2016,Standard Class,RK-HUFF-CO-NE-10011,TEC-PH-10000038,$192.16,4,0,$92.24,
3876,ORD-IN-MAIN-CO-NE-10009,09.05.2016,09.07.2016,Second Class,IN-MAIN-CO-NE-10009,OFF-BI-10002813,$108.78,2,0.2,$6.80,
3875,ORD-IN-MAIN-CO-NE-10009,09.05.2016,09.07.2016,Second Class,IN-MAIN-CO-NE-10009,OFF-PA-10001736,$86.06,7,0.7,-$63.11,
3874,ORD-IN-MAIN-CO-NE-10009,09.05.2016,09.07.2016,Second Class,IN-MAIN-CO-NE-10009,OFF-SU-10004782,$23.47,3,0.2,$7.63,
3877,ORD-IN-MAIN-CO-NE-10009,09.05.2016,09.07.2016,Second Class,IN-MAIN-CO-NE-10009,TEC-PH-10001530,$10.27,3,0.2,$3.21,
7550,ORD-TH-MOTT-CO-PA-7501,09.05.2016,09.07.2016,First Class,TH-MOTT-CO-PA-7501,FUR-FU-10004245,$21.20,3,0.6,-$11.66,
3524,ORD-NA-LIIN-CO-PH-19134,09.05.2016,09.10.2016,Standard Class,NA-LIIN-CO-PH-19134,OFF-BI-10000201,$116.00,8,0,$29.00,
9142,ORD-ED-WAAN-CO-HU-35810,09.05.2016,09.07.2016,First Class,ED-WAAN-CO-HU-35810,OFF-LA-10001934,$43.60,4,0,$12.21,
1795,ORD-AD-EAON-HO-OL-66062,09.05.2016,09.10.2016,Standard Class,AD-EAON-HO-OL-66062,TEC-AC-10002345,$107.94,3,0,$26.99,
4616,ORD-RY-HAEN-HO-CH-60653,09.05.2016,09.10.2016,Standard Class,RY-HAEN-HO-CH-60653,FUR-CH-10003981,$28.44,9,0.2,$4.27,
4615,ORD-RY-HAEN-HO-CH-60653,09.05.2016,09.10.2016,Standard Class,RY-HAEN-HO-CH-60653,OFF-LA-10000081,$62.79,3,0.8,-$166.39,
5383,ORD-ON-MIER-CO-HO-77070,09.05.2016,09.07.2016,Second Class,ON-MIER-CO-HO-77070,FUR-BO-10003441,$15.81,8,0.2,$5.34,
5382,ORD-ON-MIER-CO-HO-77070,09.05.2016,09.07.2016,Second Class,ON-MIER-CO-HO-77070,OFF-AP-10003287,$25.92,5,0.2,$9.07,
5384,ORD-ON-MIER-CO-HO-77070,09.05.2016,09.07.2016,Second Class,ON-MIER-CO-HO-77070,OFF-AR-10003958,$10.37,2,0.2,$3.76,
4947,ORD-PH-HOLT-CO-RE-90278,09.05.2016,09.06.2016,First Class,PH-HOLT-CO-RE-90278,FUR-CH-10001891,$4.36,2,0,$1.79,
4945,ORD-PH-HOLT-CO-SE-98103,09.05.2016,09.06.2016,First Class,PH-HOLT-CO-SE-98103,FUR-TA-10003715,$96.08,2,0,$46.12,
4946,ORD-PH-HOLT-CO-RE-90278,09.05.2016,09.06.2016,First Class,PH-HOLT-CO-RE-90278,OFF-PA-10002377,$11.68,2,0.2,$3.94,
3617,ORD-ER-CAPO-CO-LO-90032,09.05.2016,09.09.2016,Standard Class,ER-CAPO-CO-LO-90032,OFF-EN-10001137,$9.56,5,0.7,-$7.33,
7592,ORD-AN-BREN-CO-HI-28601,09.05.2016,09.09.2016,Standard Class,AN-BREN-CO-HI-28601,OFF-AR-10001919,$71.25,2,0.3,-$19.34,
7593,ORD-AN-BREN-CO-PO-34952,09.05.2016,09.09.2016,Standard Class,AN-BREN-CO-PO-34952,OFF-AR-10002375,$7.87,3,0.2,$0.59,
7594,ORD-AN-BREN-CO-SA-94109,09.05.2016,09.09.2016,Standard Class,AN-BREN-CO-SA-94109,OFF-BI-10000474,$887.27,3,0.3,-$63.38,
7591,ORD-AN-BREN-CO-JA-28540,09.05.2016,09.09.2016,Standard Class,AN-BREN-CO-JA-28540,TEC-PH-10001494,$58.25,9,0.2,$11.65,
1281,ORD-BY-RIER-CO-BE-7109,09.05.2016,09.06.2016,First Class,BY-RIER-CO-BE-7109,OFF-LA-10002368,$278.40,3,0,$80.74,
7524,ORD-TH-DONA-CO-LA-43130,09.05.2016,09.11.2016,Standard Class,TH-DONA-CO-LA-43130,OFF-AP-10001242,$85.25,2,0.3,-$1.22,
7523,ORD-TH-DONA-CO-LA-43130,09.05.2016,09.11.2016,Standard Class,TH-DONA-CO-LA-43130,OFF-EN-10004483,$8.86,6,0.7,-$6.49,
7522,ORD-TH-DONA-CO-LA-43130,09.05.2016,09.11.2016,Standard Class,TH-DONA-CO-LA-43130,OFF-LA-10003930,$8.95,2,0.7,-$7.46,
7071,ORD-IE-ULHT-HO-JA-39212,09.05.2016,09.10.2016,Second Class,IE-ULHT-HO-JA-39212,FUR-FU-10004071,$9.25,2,0.2,$3.35,
6876,ORD-EL-MORE-CO-NE-43055,09.05.2016,09.10.2016,Standard Class,EL-MORE-CO-NE-43055,OFF-PA-10002615,$25.06,2,0,$11.78,
6877,ORD-EL-MORE-CO-NE-43055,09.05.2016,09.10.2016,Standard Class,EL-MORE-CO-NE-43055,OFF-PA-10004156,"$1,652.94",3,0,$314.06,
3145,ORD-NY-RAES-CO-NE-10009,09.05.2016,09.11.2016,Standard Class,NY-RAES-CO-NE-10009,OFF-BI-10004001,$347.80,7,0.3,-$24.84,
6777,ORD-TE-TATO-CO-SA-78207,09.05.2016,09.11.2016,Standard Class,TE-TATO-CO-SA-78207,OFF-BI-10004728,$93.46,3,0.2,-$17.52,
6939,ORD-RA-PRIS-CO-SA-94109,11.05.2016,11.09.2016,Standard Class,RA-PRIS-CO-SA-94109,OFF-ST-10001837,$479.72,4,0,$52.77,
2450,ORD-ER-SCLD-HO-TA-33614,11.05.2016,11.10.2016,Standard Class,ER-SCLD-HO-TA-33614,TEC-PH-10003931,$29.12,5,0.2,$9.83,
5699,ORD-AN-BAET-CO-AU-78745,11.05.2016,11.05.2016,Same Day,AN-BAET-CO-AU-78745,OFF-AR-10000369,$11.84,1,0.2,$4.44,
7307,ORD-AN-HAER-CO-SA-95123,11.05.2016,11.07.2016,Second Class,AN-HAER-CO-SA-95123,OFF-AR-10000817,$72.00,4,0,$12.96,
7309,ORD-AN-HAER-CO-SA-95123,11.05.2016,11.07.2016,Second Class,AN-HAER-CO-SA-95123,OFF-BI-10002194,$158.13,3,0,$77.48,
7308,ORD-AN-HAER-CO-SA-95123,11.05.2016,11.07.2016,Second Class,AN-HAER-CO-SA-95123,TEC-AC-10001465,$113.89,2,0.2,$9.97,
5177,ORD-PH-HOLT-CO-RE-90278,11.05.2016,11.08.2016,First Class,PH-HOLT-CO-RE-90278,OFF-AR-10000127,$53.25,2,0.2,$19.97,
8964,ORD-IZ-WIAM-CO-VI-23464,11.05.2016,11.07.2016,First Class,IZ-WIAM-CO-VI-23464,FUR-CH-10001854,$89.97,3,0,$18.89,
8965,ORD-IZ-WIAM-CO-OX-93030,11.05.2016,11.07.2016,First Class,IZ-WIAM-CO-OX-93030,OFF-AP-10000891,$756.80,5,0,$75.68,
8963,ORD-IZ-WIAM-CO-VI-23464,11.05.2016,11.07.2016,First Class,IZ-WIAM-CO-VI-23464,OFF-ST-10000563,$273.96,2,0,$71.23,
2784,ORD-RO-SALY-CO-NO-46060,11.05.2016,11.10.2016,Standard Class,RO-SALY-CO-NO-46060,OFF-ST-10002406,$23.99,2,0.4,-$15.99,
4266,ORD-LY-PHAN-CO-DO-3820,11.05.2016,11.09.2016,Standard Class,LY-PHAN-CO-DO-3820,OFF-AP-10001394,$3.56,3,0.8,-$6.24,
4267,ORD-LY-PHAN-CO-TA-33614,11.05.2016,11.09.2016,Standard Class,LY-PHAN-CO-TA-33614,OFF-PA-10002479,$956.66,7,0.32,-$225.10,
4268,ORD-LY-PHAN-CO-JA-32216,11.05.2016,11.09.2016,Standard Class,LY-PHAN-CO-JA-32216,OFF-PA-10003001,$12.59,3,0.8,-$20.14,
4269,ORD-LY-PHAN-CO-JA-32216,11.05.2016,11.09.2016,Standard Class,LY-PHAN-CO-JA-32216,TEC-MA-10002412,$171.96,5,0.2,$45.14,
4265,ORD-LY-PHAN-CO-DO-3820,11.05.2016,11.09.2016,Standard Class,LY-PHAN-CO-DO-3820,TEC-PH-10003580,$863.13,8,0.3,-$160.30,
4372,ORD-LE-ARTT-HO-RI-23223,11.05.2016,11.10.2016,Standard Class,LE-ARTT-HO-RI-23223,FUR-FU-10002191,$51.75,5,0,$24.84,
4370,ORD-LE-ARTT-HO-WA-13601,11.05.2016,11.10.2016,Standard Class,LE-ARTT-HO-WA-13601,FUR-FU-10003878,$104.90,5,0,$50.35,
4371,ORD-LE-ARTT-HO-RI-23223,11.05.2016,11.10.2016,Standard Class,LE-ARTT-HO-RI-23223,OFF-PA-10000520,$39.68,2,0,$16.27,
3593,ORD-ES-GANG-CO-NE-10024,12.05.2016,12.07.2016,Second Class,ES-GANG-CO-NE-10024,TEC-AC-10001013,$465.18,3,0,$120.95,
5061,ORD-NE-PIER-CO-PH-19134,12.05.2016,12.07.2016,Second Class,NE-PIER-CO-PH-19134,OFF-LA-10001613,$584.82,9,0,$70.18,
5060,ORD-NE-PIER-CO-NA-60540,12.05.2016,12.07.2016,Second Class,NE-PIER-CO-NA-60540,OFF-PA-10002246,$699.98,2,0,$195.99,
151,ORD-IN-ELON-CO-FR-53132,12.05.2016,12.09.2016,Standard Class,IN-ELON-CO-FR-53132,FUR-CH-10003061,$171.55,5,0,$80.63,
149,ORD-IN-ELON-CO-FR-53132,12.05.2016,12.09.2016,Standard Class,IN-ELON-CO-FR-53132,FUR-FU-10001889,$149.97,3,0,$6.00,
150,ORD-IN-ELON-CO-FR-53132,12.05.2016,12.09.2016,Standard Class,IN-ELON-CO-FR-53132,OFF-AP-10002311,"$1,951.84",8,0,$585.55,
148,ORD-IN-ELON-CO-FR-53132,12.05.2016,12.09.2016,Standard Class,IN-ELON-CO-FR-53132,OFF-FA-10002975,$384.45,11,0,$103.80,
3009,ORD-ES-GANG-CO-LO-11561,12.05.2016,12.06.2016,First Class,ES-GANG-CO-LO-11561,FUR-CH-10004997,$191.82,3,0,$74.81,
4597,ORD-NY-CHAN-HO-FA-72701,12.05.2016,12.10.2016,Second Class,NY-CHAN-HO-FA-72701,OFF-AR-10001770,$33.92,8,0,$13.23,
4185,ORD-RA-GAAY-CO-SA-94122,12.05.2016,12.07.2016,First Class,RA-GAAY-CO-SA-94122,TEC-AC-10002001,$81.94,1,0,$20.49,
6872,ORD-DY-FEON-CO-EA-30344,12.05.2016,12.08.2016,Second Class,DY-FEON-CO-EA-30344,OFF-ST-10002615,$11.95,3,0.2,$3.88,
9965,ORD-LD-ENLE-CO-NE-19711,12.05.2016,12.10.2016,Second Class,LD-ENLE-CO-NE-19711,FUR-FU-10002191,$13.40,1,0,$6.43,
9967,ORD-LD-ENLE-CO-NE-19711,12.05.2016,12.10.2016,Second Class,LD-ENLE-CO-NE-19711,OFF-FA-10000304,$109.69,7,0,$51.55,
9966,ORD-LD-ENLE-CO-NE-19711,12.05.2016,12.10.2016,Second Class,LD-ENLE-CO-NE-19711,TEC-PH-10003171,$4.98,1,0,$2.34,
14,ORD-NE-MAOX-CO-MI-53209,12.05.2016,12.10.2016,Standard Class,NE-MAOX-CO-MI-53209,OFF-EN-10002600,$407.98,3,0.2,$132.59,
8776,ORD-KE-PEER-HO-SP-97477,12.05.2016,12.09.2016,Second Class,KE-PEER-HO-SP-97477,OFF-PA-10000483,$3.54,2,0.2,$0.31,
5810,ORD-EN-BERN-CO-CH-37421,02.06.2016,02.11.2016,Standard Class,EN-BERN-CO-CH-37421,OFF-ST-10000107,$132.22,4,0.2,-$18.18,
8985,ORD-NA-CAPO-CO-TH-80229,03.06.2016,03.12.2016,Standard Class,NA-CAPO-CO-TH-80229,FUR-CH-10003981,$145.98,2,0.5,-$99.27,
8983,ORD-NA-CAPO-CO-SA-94109,03.06.2016,03.12.2016,Standard Class,NA-CAPO-CO-SA-94109,FUR-FU-10003347,$1.73,4,0.8,-$2.76,
8982,ORD-NA-CAPO-CO-SA-94109,03.06.2016,03.12.2016,Standard Class,NA-CAPO-CO-SA-94109,FUR-TA-10002622,$2.33,3,0.8,-$6.30,
8984,ORD-NA-CAPO-CO-TH-80229,03.06.2016,03.12.2016,Standard Class,NA-CAPO-CO-TH-80229,OFF-BI-10000773,$159.04,5,0.6,-$194.82,
8444,ORD-IA-BATT-HO-CO-31907,03.06.2016,03.10.2016,Standard Class,IA-BATT-HO-CO-31907,OFF-BI-10001249,$2.04,1,0.7,-$1.50,
8443,ORD-IA-BATT-HO-CO-31907,03.06.2016,03.10.2016,Standard Class,IA-BATT-HO-CO-31907,OFF-ST-10000760,$431.94,2,0.4,-$71.99,
8445,ORD-IA-BATT-HO-CH-91911,03.06.2016,03.10.2016,Standard Class,IA-BATT-HO-CH-91911,TEC-PH-10003505,$68.24,3,0.4,-$12.51,
8799,ORD-IE-MIUM-HO-LA-93534,04.06.2016,04.10.2016,Standard Class,IE-MIUM-HO-LA-93534,OFF-BI-10004876,"$1,294.75",5,0,$336.64,
2381,ORD-AD-EAON-HO-SP-65807,05.06.2016,05.10.2016,Standard Class,AD-EAON-HO-SP-65807,FUR-CH-10004754,$49.57,2,0.2,$15.49,
